Date,Open,High,Low,Close,Adj Close,Volume
2001-07-31,271.362000,397.079010,270.019989,242.950272,283.441986,24570886
2001-08-31,284.230988,285.984009,198.171997,228.738861,266.862000,55672555
2001-09-30,355.705994,369.945007,255.807999,235.167435,274.362000,12811563
2001-11-01,278.112000,408.363007,272.388000,249.041153,290.548004,15917384
2001-12-01,292.915985,445.976013,287.389008,285.584595,333.182007,13457106
2002-01-01,333.182007,344.946014,315.812988,277.464020,323.708008,10144226
2002-02-01,323.708008,326.865997,313.444000,278.817413,325.286987,22410488
2002-03-01,447.049988,345.024994,321.308014,294.382294,343.446014,8294510
2002-03-31,343.446014,378.382996,343.446014,308.593719,360.026001,16310552
2002-04-30,359.237000,397.924011,355.289001,318.068573,371.079987,5796604
2002-05-31,371.079987,377.498993,314.627991,278.478851,324.891998,2982741
2002-06-30,451.348999,333.182007,254.425995,249.378845,290.941986,4710015
2002-07-31,393.317993,417.229004,270.019989,247.010559,288.178986,2888003
2002-08-31,286.600006,287.389008,256.597992,231.445709,270.019989,3033203
2002-09-30,267.848999,284.230988,230.938004,224.340012,261.730011,3344917
2002-11-01,260.545013,288.178986,252.649994,216.557144,252.649994,2721256
2002-12-01,256.597992,260.545013,228.964005,213.681427,249.294998,3459822
2003-01-01,249.294998,288.178986,238.438004,223.155426,260.347992,15547777
2003-02-01,263.703003,271.993988,241.597000,216.218582,252.255005,8384837
2003-03-01,256.597992,256.597992,213.173004,189.487717,221.069000,8524198
2003-03-31,229.358994,256.597992,219.686996,219.941132,256.597992,6904517
2003-04-30,253.440002,269.821991,248.701996,231.107147,269.625000,7743425
2003-05-31,373.437988,291.337006,258.769012,230.092300,268.441010,9392291
2003-06-30,268.441010,282.454987,252.649994,222.648010,259.756012,8575030
2003-07-31,252.649994,282.059998,247.123001,234.998581,274.165009,11408415
2003-08-31,284.230988,293.705994,256.597992,230.938293,269.428009,11334551
2003-09-30,271.006989,336.209015,266.862000,258.853729,301.996002,10070471
2003-11-01,300.416992,329.990997,262.914001,238.381714,278.112000,12064310
2003-12-01,277.915009,316.635010,258.177002,226.708298,264.493011,6132468
2004-01-01,264.493011,292.324005,260.545013,245.995712,286.994995,9030560
2004-02-01,286.600006,297.259003,277.125000,238.043991,277.717987,7464334
2004-03-01,278.704987,296.074005,275.545990,237.197998,276.730988,10062047
2004-03-31,278.704987,290.548004,272.782990,236.013428,275.348999,5458579
2004-04-30,275.348999,308.707001,273.178009,254.793427,297.259003,10767383
2004-05-31,296.074005,340.123993,287.389008,247.686844,288.967987,14371041
2004-06-30,291.928986,350.901001,288.178986,281.081146,327.928009,17546275
2004-07-31,316.414001,405.303986,308.584015,328.848999,328.848999,19934132
2004-08-31,329.079010,574.794983,311.098999,317.795013,317.795013,30135352
2004-09-30,317.795013,342.665985,243.597000,336.217987,336.217987,22046755
2004-11-01,339.212006,382.045013,265.290009,376.519012,376.519012,31562255
2004-12-01,377.670013,552.687988,372.050995,536.106995,536.106995,63138172
2005-01-01,536.106995,545.318970,495.576996,527.356018,527.356018,67699132
2005-02-01,527.356018,540.171997,462.876007,496.497986,496.497986,101499679
2005-03-01,493.964996,502.024994,330.230988,417.970001,417.970001,111717123
2005-03-31,417.970001,432.938995,408.114014,425.109009,425.109009,31216048
2005-04-30,425.109009,448.368011,415.666992,442.149994,442.149994,35522825
2005-05-31,439.846985,458.040009,436.393005,452.743011,452.743011,37796829
2005-06-30,452.282990,498.339996,427.182007,497.648987,497.648987,49689766
2005-07-31,497.648987,536.336975,434.679993,522.289978,522.289978,39359235
2005-08-31,523.901978,543.937012,518.789978,525.052979,525.052979,32791559
2005-09-30,529.658997,534.724976,482.681000,521.828979,521.828979,45125520
2005-11-01,525.052979,561.898987,514.000000,552.226990,552.226990,40535116
2005-12-01,551.767029,589.533997,546.091980,571.111023,571.111023,27824033
2006-01-01,571.111023,689.939026,552.651001,670.133972,670.133972,57215382
2006-02-01,689.478027,802.778992,650.328979,787.580017,787.580017,56205059
2006-03-01,787.580017,1138.619995,746.588989,972.729980,972.729980,107505103
2006-03-31,957.992004,1179.069946,930.357971,1139.459961,1139.459961,75771042
2006-04-30,1139.459961,1184.130005,980.099976,1018.789978,1018.789978,119471870
2006-05-31,1003.130005,1072.910034,921.145996,1048.260010,1048.260010,65922981
2006-06-30,1040.900024,1174.459961,1015.099976,1027.079956,1027.079956,30492772
2006-07-31,1029.839966,1100.770020,981.942017,1062.079956,1062.079956,24693679
2006-08-31,1068.530029,1157.880005,945.096008,1138.540039,1138.540039,44566253
2006-09-30,1138.540039,1204.859985,1086.030029,1162.489990,1162.489990,44954455
2006-11-01,1165.250000,1236.180054,605.010010,1203.020020,1203.020020,146976666
2006-12-01,1199.329956,1230.650024,1195.650024,1206.699951,1206.699951,37089440
2007-01-01,1206.699951,1243.550049,1152.449951,1196.569946,1196.569946,83426526
2007-02-01,1188.280029,1225.119995,1146.829956,1162.489990,1162.489990,25737440
2007-03-01,1153.280029,1198.140015,1082.349976,1153.280029,1153.280029,45795733
2007-03-31,1150.510010,1240.780029,1133.010010,1158.800049,1158.800049,23562061
2007-04-30,1158.800049,1328.290039,1137.959961,1316.319946,1316.319946,48275108
2007-05-31,1322.770020,1322.770020,1151.430054,1248.150024,1248.150024,30042089
2007-06-30,1236.180054,1578.839966,1197.489990,1246.310059,1246.310059,45064960
2007-07-31,1220.520020,1579.420044,1130.250000,1258.290039,1258.290039,53164561
2007-08-31,1271.180054,1678.329956,1232.489990,1513.439941,1513.439941,188894627
2007-09-30,1516.209961,1602.790039,1453.569946,1547.530029,1547.530029,47397641
2007-11-01,1561.339966,1750.180054,1507.920044,1639.640015,1639.640015,27472079
2007-12-01,1635.959961,1842.290039,1623.979980,1822.949951,1822.949951,26692942
2008-01-01,1822.949951,1844.140015,1331.060059,1557.660034,1557.660034,41361563
2008-02-01,1584.369995,1644.250000,1234.339966,1251.839966,1251.839966,29867163
2008-03-01,1239.859985,1280.390015,995.758972,1112.739990,1112.739990,33903968
2008-03-31,1105.380005,2058.760010,945.096008,992.073975,992.073975,36987235
2008-04-30,985.625977,1103.530029,924.830994,946.017029,946.017029,41635611
2008-05-31,927.593994,931.278992,712.966980,718.494019,718.494019,46696173
2008-06-30,711.585022,832.255981,595.981995,765.471985,765.471985,46525035
2008-07-31,742.443970,894.432983,651.710999,730.468994,730.468994,36711762
2008-08-31,712.046021,1310.790039,639.275024,794.948975,794.948975,49123614
2008-09-30,795.409973,863.114014,383.657013,514.460022,514.460022,35926099
2008-11-01,536.567993,638.815002,427.182007,560.978027,560.978027,28092543
2008-12-01,563.281006,575.255981,460.572998,469.785004,469.785004,20261182
2009-01-01,469.785004,570.189026,387.342010,443.302002,443.302002,23717191
2009-02-01,440.998993,460.572998,372.834015,400.007996,400.007996,21130624
2009-03-01,395.863007,522.750000,234.882996,520.908020,520.908020,42531659
2009-03-31,504.787994,706.518982,493.734009,689.939026,689.939026,26893347
2009-04-30,681.648010,749.351990,593.679016,635.130005,635.130005,17921400
2009-05-31,629.143005,756.721985,613.943970,647.104980,647.104980,32828118
2009-06-30,649.408020,674.739990,558.215027,655.856018,655.856018,25848099
2009-07-31,654.473999,767.775024,654.013977,741.982971,741.982971,17923910
2009-08-31,740.601990,897.374023,702.374023,788.500977,788.500977,33079144
2009-09-30,794.028015,874.627991,752.575989,783.895020,783.895020,24882889
2009-11-01,778.828979,864.495972,675.661011,693.163025,693.163025,25811362
2009-12-01,700.070984,721.257019,637.432983,661.382996,661.382996,19660100
2010-01-01,660.921997,675.200012,580.322021,590.914978,590.914978,21333925
2010-02-01,589.072998,675.661011,573.874023,612.562012,612.562012,21230076
2010-03-01,617.168030,689.478027,614.864990,654.473999,654.473999,23797996
2010-03-31,658.619995,709.283020,623.616028,630.984985,630.984985,15330614
2010-04-30,630.984985,675.661011,559.596008,591.375977,591.375977,22877761
2010-05-31,592.757996,599.205994,517.223999,519.065979,519.065979,41144523
2010-06-30,510.315002,614.864990,497.880005,595.981995,595.981995,29571355
2010-07-31,599.666016,626.379028,584.466980,608.416992,608.416992,13564770
2010-08-31,612.101990,658.158997,606.575012,627.301025,627.301025,14165450
2010-09-30,632.827026,714.348999,613.482971,676.120972,676.120972,15549171
2010-11-01,683.030029,736.916992,659.080017,698.689026,698.689026,15875839
2010-12-01,699.150024,791.724976,695.465027,771.921021,771.921021,10844780
2011-01-01,789.421997,841.466980,765.012024,779.289978,779.289978,13677696
2011-02-01,782.052979,911.013977,772.380981,829.031982,829.031982,36435797
2011-03-01,836.861023,836.861023,742.443970,766.854004,766.854004,20930048
2011-03-31,772.380981,823.965027,760.867004,802.778992,802.778992,12929412
2011-04-30,807.385010,921.145996,747.510010,903.184021,903.184021,28398581
2011-05-31,910.552979,980.099976,848.835999,977.335999,977.335999,23531948
2011-06-30,979.177979,1003.130005,880.155029,918.382996,918.382996,16389210
2011-07-31,929.437012,930.357971,706.059021,847.914978,847.914978,18032351
2011-08-31,855.744995,859.054016,732.310974,750.734009,750.734009,14287394
2011-09-30,732.771973,870.023010,703.294983,829.031982,829.031982,9730948
2011-11-01,817.978027,852.981018,716.635010,792.645996,792.645996,11533133
2011-12-01,800.015015,804.161011,691.781006,732.310974,732.310974,10390050
2012-01-01,732.310974,829.492004,708.822021,801.396973,801.396973,10384761
2012-02-01,805.081970,888.906006,805.081970,830.874023,830.874023,8620475
2012-03-01,834.557983,957.992004,795.869995,952.465027,952.465027,13310742
2012-03-31,953.385986,1016.950012,939.034973,1002.210022,1002.210022,10798634
2012-04-30,997.601013,1007.729980,861.731995,921.145996,921.145996,28064943
2012-05-31,924.830994,933.120972,879.234009,924.830994,924.830994,19563400
2012-06-30,929.437012,967.203979,852.981018,893.051025,893.051025,14696802
